origin_name,verify_name,url
“易洛魁人”(Iroquoi)级导弹驱逐舰,<em>易洛魁人级驱逐舰</em>,https://baike.baidu.com/item/%E6%98%93%E6%B4%9B%E9%AD%81%E4%BA%BA%E7%BA%A7%E9%A9%B1%E9%80%90%E8%88%B0/10739117
“普拉岸”(Prat)级（原“郡”级)驱逐舰,<em>普拉</em>,/item/%E6%99%AE%E6%8B%89%E7%89%B9%E7%BA%A7%E9%A9%B1%E9%80%90%E8%88%B0
“海口”号(171),<em>海口号</em>,/item/%E6%B5%B7%E5%8F%A3%E5%8F%B7%E9%A9%B1%E9%80%90%E8%88%B0
“旅大”(Luda)I/Ⅱ级(051、051D、051z)导弹驱逐舰,<em>051</em>,https://baike.baidu.com/item/051%E5%9E%8B%E9%A9%B1%E9%80%90%E8%88%B0/2562303
“旅大”Ⅲ051DT级导弹驱逐舰,<em>051型驱逐舰</em>,https://baike.baidu.com/item/051%E5%9E%8B%E9%A9%B1%E9%80%90%E8%88%B0/2562303
“布朗上将”级（Meko 360）导弹驱逐舰,<em>Meko</em>,/item/Meko%20360%E7%BA%A7%E5%AF%BC%E5%BC%B9%E9%A9%B1%E9%80%90%E8%88%B0
“旅海”(Luhai)级导弹驱逐舰,深圳号,/item/%E6%B7%B1%E5%9C%B3%E5%8F%B7%E9%A9%B1%E9%80%90%E8%88%B0
“勇敢”（45型）级导弹驱逐舰,<em>勇敢级45型驱逐舰</em>,https://baike.baidu.com/item/%E5%8B%87%E6%95%A2%E7%BA%A745%E5%9E%8B%E9%A9%B1%E9%80%90%E8%88%B0/12578306
052C型（旅洋Ⅱ级）驱逐舰,<em>052C型驱逐舰</em>,https://baike.baidu.com/item/052C%E5%9E%8B%E9%A9%B1%E9%80%90%E8%88%B0/2815053
“地平线”级驱逐舰,<em>地平线级驱逐舰</em>,https://baike.baidu.com/item/%E5%9C%B0%E5%B9%B3%E7%BA%BF%E7%BA%A7%E9%A9%B1%E9%80%90%E8%88%B0/1255190
“榛名”（Haruna）级导弹驱逐舰,<em>榛名级</em>,https://baike.baidu.com/item/%E6%A6%9B%E5%90%8D%E7%BA%A7%E7%9B%B4%E5%8D%87%E6%9C%BA%E9%A9%B1%E9%80%90%E8%88%B0/5785911
“德里”（Delhi）级导弹驱逐舰,<em>德里级驱逐舰</em>,https://baike.baidu.com/item/%E5%BE%B7%E9%87%8C%E7%BA%A7%E9%A9%B1%E9%80%90%E8%88%B0/7345807
052B型驱逐舰(“旅洋”I级),广州号,https://baike.baidu.com/item/%E5%B9%BF%E5%B7%9E%E5%8F%B7%E9%A9%B1%E9%80%90%E8%88%B0/1836190
“絮弗伦”(Suffren)级导弹驱逐舰,<em>絮弗伦级驱逐舰</em>,https://baike.baidu.com/item/%E7%B5%AE%E5%BC%97%E4%BC%A6%E7%BA%A7%E9%A9%B1%E9%80%90%E8%88%B0/7344108
“德?拉?潘尼”(Dela Penne)级(原“阿尼莫索”级)导弹驱逐舰,去网页搜索：,http://www.baidu.com/s?ie=utf-8&fr=bks0000&wd=%E2%80%9C%E5%BE%B7%E2%80%A2%E6%8B%89%E2%80%A2%E6%BD%98%E5%B0%BC%E2%80%9D%28Dela%20Penne%29%E7%BA%A7%28%E5%8E%9F%E2%80%9C%E9%98%BF%E5%B0%BC%E8%8E%AB%E7%B4%A2%E2%80%9D%E7%BA%A7%29%E5%AF%BC%E5%BC%B9%E9%A9%B1%E9%80%90%E8%88%B0
“卡萨德”(cassard)级(F 70)导弹驱逐舰,<em>卡萨德级</em>,https://baike.baidu.com/item/%E5%8D%A1%E8%90%A8%E5%BE%B7%E7%BA%A7C70%E9%98%B2%E7%A9%BA%E5%9E%8B%E9%A9%B1%E9%80%90%E8%88%B0/1341572
051C级驱逐舰,<em>051C</em>,https://baike.baidu.com/item/051C%E5%9E%8B%E9%A9%B1%E9%80%90%E8%88%B0/3648999
“乔治?莱格”（Georges Leygues）级导弹驱逐舰,<em>乔治</em>,https://baike.baidu.com/item/%E4%B9%94%E6%B2%BB%C2%B7%E8%8E%B1%E6%A0%BC%E7%BA%A7%E9%A9%B1%E9%80%90%E8%88%B0/6032955
“图尔维尔”(F 67型)级导弹驱逐舰,<em>图尔维尔级驱逐舰</em>,https://baike.baidu.com/item/%E5%9B%BE%E5%B0%94%E7%BB%B4%E5%B0%94%E7%BA%A7%E9%A9%B1%E9%80%90%E8%88%B0/7344185
“朝雾”(Asagiri)级导弹驱逐舰,<em>朝雾级驱逐舰</em>,https://baike.baidu.com/item/%E6%9C%9D%E9%9B%BE%E7%BA%A7%E9%A9%B1%E9%80%90%E8%88%B0/1335989
“基林”（Gearing）级通用驱逐舰,<em>基林级驱逐舰</em>,https://baike.baidu.com/item/%E5%9F%BA%E6%9E%97%E7%BA%A7%E9%A9%B1%E9%80%90%E8%88%B0/5413455
“金刚”(kongou)级导弹驱逐舰,<em>金刚级驱逐舰</em>,https://baike.baidu.com/item/%E9%87%91%E5%88%9A%E7%BA%A7%E9%A9%B1%E9%80%90%E8%88%B0/4913944
“广开土大王”（KDX-1）级导弹驱逐舰,<em>广开土大王级驱逐舰</em>,https://baike.baidu.com/item/%E5%B9%BF%E5%BC%80%E5%9C%9F%E5%A4%A7%E7%8E%8B%E7%BA%A7%E9%A9%B1%E9%80%90%E8%88%B0/10313445
“太刀风”（Tachikaze）级导弹驱逐舰,<em>太刀风级驱逐舰</em>,https://baike.baidu.com/item/%E5%A4%AA%E5%88%80%E9%A3%8E%E7%BA%A7%E9%A9%B1%E9%80%90%E8%88%B0/12001530
“村雨”(MuraSame)级导弹驱逐舰／通用驱逐舰,<em>村雨级驱逐舰(</em>,https://baike.baidu.com/item/%E6%9D%91%E9%9B%A8%E7%BA%A7%E9%A9%B1%E9%80%90%E8%88%B0/7622579
“初雪”(Hatsuyuki)级导弹驱逐舰／通用驱逐舰,<em>初雪级驱逐舰</em>,https://baike.baidu.com/item/%E5%88%9D%E9%9B%AA%E7%BA%A7%E9%A9%B1%E9%80%90%E8%88%B0/13868736
“现代”（Sovremenny）级导弹驱逐舰,俄罗斯“,https://baike.baidu.com/item/%E4%BF%84%E7%BD%97%E6%96%AF%E2%80%9C%E7%8E%B0%E4%BB%A3%E2%80%9D%E7%BA%A7%E5%AF%BC%E5%BC%B9%E9%A9%B1%E9%80%90%E8%88%B0/7249151
“高波”级导弹驱逐舰／通用驱逐舰,<em>高波级驱逐舰</em>,https://baike.baidu.com/item/%E9%AB%98%E6%B3%A2%E7%BA%A7%E9%A9%B1%E9%80%90%E8%88%B0/10274189
“旗风”（Hatakaze）级导弹驱逐舰,日本,https://baike.baidu.com/item/%E6%97%A5%E6%9C%AC%E6%97%97%E9%A3%8E%E7%BA%A7(HATAKAZE)%E9%98%B2%E7%A9%BA%E5%AF%BC%E5%BC%B9%E9%A9%B1%E9%80%90%E8%88%B0/15177423
“卡辛”级（Kashin）导弹驱逐舰,<em>卡辛级驱逐舰</em>,https://baike.baidu.com/item/%E5%8D%A1%E8%BE%9B%E7%BA%A7%E9%A9%B1%E9%80%90%E8%88%B0/7320582
“白根”(Shirane)级导弹驱逐舰／直升机驱逐舰,<em>白根级直升机驱逐舰</em>,https://baike.baidu.com/item/%E7%99%BD%E6%A0%B9%E7%BA%A7%E7%9B%B4%E5%8D%87%E6%9C%BA%E9%A9%B1%E9%80%90%E8%88%B0/10770929
“斯普鲁恩斯”级导弹驱逐舰,“斯普鲁恩斯”级导弹驱逐舰,https://baike.baidu.com/item/%E2%80%9C%E6%96%AF%E6%99%AE%E9%B2%81%E6%81%A9%E6%96%AF%E2%80%9D%E7%BA%A7%E5%AF%BC%E5%BC%B9%E9%A9%B1%E9%80%90%E8%88%B0
“杭州”号(136)驱逐舰,<em>杭州号驱逐舰</em>,/item/%E6%9D%AD%E5%B7%9E%E5%8F%B7%E9%A9%B1%E9%80%90%E8%88%B0
42型（Batch 3）驱逐舰,<em>42型驱逐舰</em>,https://baike.baidu.com/item/42%E5%9E%8B%E9%A9%B1%E9%80%90%E8%88%B0/10348779
“济南”号(105) 驱逐舰,<em>济南号驱逐舰</em>,/item/%E6%B5%8E%E5%8D%97%E5%8F%B7%E9%A9%B1%E9%80%90%E8%88%B0/15863533
“山云”（Yamagumo）级导弹驱逐舰／反潜驱逐舰,日本,https://baike.baidu.com/item/%E6%97%A5%E6%9C%AC%E5%B1%B1%E4%BA%91%E7%BA%A7%E9%A9%B1%E9%80%90%E8%88%B0/1340502
“深圳”号(167)导弹驱逐舰,<em>深圳号驱逐舰</em>,/item/%E6%B7%B1%E5%9C%B3%E5%8F%B7%E9%A9%B1%E9%80%90%E8%88%B0
KDX－2级导弹驱逐舰,忠武公李舜臣级,https://baike.baidu.com/item/%E5%BF%A0%E6%AD%A6%E5%85%AC%E6%9D%8E%E8%88%9C%E8%87%A3%E7%BA%A7%E9%A9%B1%E9%80%90%E8%88%B0/4753195
“广州”号(168)驱逐舰,<em>广州号驱逐舰(</em>,https://baike.baidu.com/item/%E5%B9%BF%E5%B7%9E%E5%8F%B7%E9%A9%B1%E9%80%90%E8%88%B0/1836190
42型（Batch1/2）导弹驱逐舰,<em>42型驱逐舰</em>,https://baike.baidu.com/item/42%E5%9E%8B%E9%A9%B1%E9%80%90%E8%88%B0/10348779
“泰州”号(138)驱逐舰,<em>泰州号驱逐舰</em>,/item/%E6%B3%B0%E5%B7%9E%E5%8F%B7%E9%A9%B1%E9%80%90%E8%88%B0
“无畏”(Udaloy）级导弹驱逐舰,<em>1155型</em>,https://baike.baidu.com/item/1155%E5%9E%8B%E5%8F%8D%E6%BD%9C%E8%88%B0/13883888
“无畏”Ⅱ（“弗里盖”级，1155.1型）级导弹驱逐舰,去网页搜索：,https://baike.baidu.com/item/1155%E5%9E%8B%E5%8F%8D%E6%BD%9C%E8%88%B0/13883888?fr=aladdin
“南京”号(131)驱逐舰,<em>131南京号</em>,https://baike.baidu.com/item/131%E5%8D%97%E4%BA%AC%E5%8F%B7%E5%AF%BC%E5%BC%B9%E9%A9%B1%E9%80%90%E8%88%B0/5830361
“开封”号(109),<em>开封号</em>,/item/%E5%BC%80%E5%B0%81%E5%8F%B7%E9%A9%B1%E9%80%90%E8%88%B0
“重庆”号(133) 驱逐舰,<em>重庆号驱逐舰</em>,/item/%E9%87%8D%E5%BA%86%E5%8F%B7%E9%A9%B1%E9%80%90%E8%88%B0
初春级/Hatsuharu 驱逐舰,<em>初春级驱逐舰</em>,https://baike.baidu.com/item/%E5%88%9D%E6%98%A5%E7%BA%A7%E9%A9%B1%E9%80%90%E8%88%B0/10860400
“遵义”号(134) 驱逐舰,<em>遵义号驱逐舰</em>,/item/%E9%81%B5%E4%B9%89%E5%8F%B7%E9%A9%B1%E9%80%90%E8%88%B0
“福州”号(137)驱逐舰,<em>137福州号</em>,https://baike.baidu.com/item/137%E7%A6%8F%E5%B7%9E%E5%8F%B7%E5%AF%BC%E5%BC%B9%E9%A9%B1%E9%80%90%E8%88%B0/6177931
“宁波”号(139)驱逐舰,<em>宁波号驱逐舰</em>,https://baike.baidu.com/item/%E5%AE%81%E6%B3%A2%E5%8F%B7%E9%A9%B1%E9%80%90%E8%88%B0/13855670
松级/Matsu 驱逐舰,<em>松级驱逐舰</em>,https://baike.baidu.com/item/%E6%9D%BE%E7%BA%A7%E9%A9%B1%E9%80%90%E8%88%B0/2845417
“大连”号(110) 驱逐舰,<em>大连号驱逐舰</em>,/item/%E5%A4%A7%E8%BF%9E%E5%8F%B7%E9%A9%B1%E9%80%90%E8%88%B0
“长沙”号(161) 导弹驱逐舰,<em>长沙号驱逐舰(</em>,/item/%E9%95%BF%E6%B2%99%E5%8F%B7%E9%A9%B1%E9%80%90%E8%88%B0/20838613
“合肥”号(132),<em>合肥号</em>,/item/%E5%90%88%E8%82%A5%E5%8F%B7%E9%A9%B1%E9%80%90%E8%88%B0/20827285
“武汉”号(169) 驱逐舰,<em>武汉号驱逐舰</em>,/item/%E6%AD%A6%E6%B1%89%E5%8F%B7%E9%A9%B1%E9%80%90%E8%88%B0
“湛江”号(165)驱逐舰,<em>湛江号驱逐舰</em>,/item/%E6%B9%9B%E6%B1%9F%E5%8F%B7%E9%A9%B1%E9%80%90%E8%88%B0
“桂林”号(164) 驱逐舰,<em>桂林号驱逐舰</em>,/item/%E6%A1%82%E6%9E%97%E5%8F%B7%E9%A9%B1%E9%80%90%E8%88%B0
“银川”号(107) ,<em>银川号</em>,/item/%E9%93%B6%E5%B7%9D%E5%8F%B7%E9%A9%B1%E9%80%90%E8%88%B0/19827222
“哈尔滨”号(112),<em>哈尔滨号</em>,https://baike.baidu.com/item/%E5%93%88%E5%B0%94%E6%BB%A8%E5%8F%B7%E9%A9%B1%E9%80%90%E8%88%B0/9190635
“西宁”号(108) ,<em>西宁号</em>,/item/%E8%A5%BF%E5%AE%81%E5%8F%B7%E9%A9%B1%E9%80%90%E8%88%B0/20399072
“兰州”号(170)驱逐舰,<em>兰州号驱逐舰</em>,https://baike.baidu.com/item/%E5%85%B0%E5%B7%9E%E5%8F%B7%E9%A9%B1%E9%80%90%E8%88%B0/3614357
旅大级驱逐舰,旅大级驱逐舰,https://baike.baidu.com/item/%E6%97%85%E5%A4%A7%E7%BA%A7%E9%A9%B1%E9%80%90%E8%88%B0
“青岛”号(113),<em>青岛号</em>,https://baike.baidu.com/item/%E9%9D%92%E5%B2%9B%E5%8F%B7%E9%A9%B1%E9%80%90%E8%88%B0/1248205
“南宁”号(162) ,<em>162南宁号</em>,https://baike.baidu.com/item/162%E5%8D%97%E5%AE%81%E5%8F%B7%E5%AF%BC%E5%BC%B9%E9%A9%B1%E9%80%90%E8%88%B0/6348148
“珠海”号(166),<em>珠海号</em>,/item/%E7%8F%A0%E6%B5%B7%E5%8F%B7%E9%A9%B1%E9%80%90%E8%88%B0
“西安”号(106) ,<em>西安号</em>,/item/%E8%A5%BF%E5%AE%89%E5%8F%B7%E9%A9%B1%E9%80%90%E8%88%B0/20836246
“南昌”号(163),<em>南昌号</em>,/item/%E5%8D%97%E6%98%8C%E5%8F%B7%E9%A9%B1%E9%80%90%E8%88%B0/20156721
鞍山级驱逐舰,鞍山级驱逐舰,https://baike.baidu.com/item/%E9%9E%8D%E5%B1%B1%E7%BA%A7%E9%A9%B1%E9%80%90%E8%88%B0
“王建”号驱逐舰,<em>王建号驱逐舰</em>,https://baike.baidu.com/item/%E7%8E%8B%E5%BB%BA%E5%8F%B7%E9%A9%B1%E9%80%90%E8%88%B0/8198395
出云号直升机驱逐舰,出云号直升机驱逐舰,https://baike.baidu.com/item/%E5%87%BA%E4%BA%91%E5%8F%B7%E7%9B%B4%E5%8D%87%E6%9C%BA%E9%A9%B1%E9%80%90%E8%88%B0
“栗谷李珥”号宙斯盾舰,<em>粟谷李珥号</em>,https://baike.baidu.com/item/%E7%B2%9F%E8%B0%B7%E6%9D%8E%E7%8F%A5%E5%8F%B7%E9%A9%B1%E9%80%90%E8%88%B0/8374513
天津风级驱逐舰,日本,https://baike.baidu.com/item/%E6%97%A5%E6%9C%AC%E5%A4%A9%E6%B4%A5%E9%A3%8E%E7%BA%A7%E9%A9%B1%E9%80%90%E8%88%B0/1340327
沈阳号(115)导弹驱逐舰,<em>沈阳号驱逐舰(</em>,/item/%E6%B2%88%E9%98%B3%E5%8F%B7%E9%A9%B1%E9%80%90%E8%88%B0/20841383
“崔莹”号驱逐舰,“崔莹”号驱逐舰,https://baike.baidu.com/item/%E2%80%9C%E5%B4%94%E8%8E%B9%E2%80%9D%E5%8F%B7%E9%A9%B1%E9%80%90%E8%88%B0
“权栗”号宙斯盾舰,<em>权栗号宙斯盾</em>,https://baike.baidu.com/item/%E6%9D%83%E6%A0%97%E5%8F%B7%E5%AE%99%E6%96%AF%E7%9B%BE%E9%A9%B1%E9%80%90%E8%88%B0/7989624
爱宕级驱逐舰,爱宕级驱逐舰,https://baike.baidu.com/item/%E7%88%B1%E5%AE%95%E7%BA%A7%E9%A9%B1%E9%80%90%E8%88%B0
高月级驱逐舰,<em>高月级护卫舰</em>,https://baike.baidu.com/item/%E9%AB%98%E6%9C%88%E7%BA%A7%E6%8A%A4%E5%8D%AB%E8%88%B0/7609621
“世宗大王”号宙斯盾驱逐舰,<em>世宗大王号驱逐舰</em>,https://baike.baidu.com/item/%E4%B8%96%E5%AE%97%E5%A4%A7%E7%8E%8B%E5%8F%B7%E9%A9%B1%E9%80%90%E8%88%B0/4495692
石家庄舰(116)驱逐舰,<em>石家庄号驱逐舰</em>,https://baike.baidu.com/item/%E7%9F%B3%E5%AE%B6%E5%BA%84%E5%8F%B7%E9%A9%B1%E9%80%90%E8%88%B0/4495370
桑普森级驱逐舰/Tucker,<em>桑普森级驱逐舰</em>,https://baike.baidu.com/item/%E6%A1%91%E6%99%AE%E6%A3%AE%E7%BA%A7%E9%A9%B1%E9%80%90%E8%88%B0/5797949
格里德利级驱逐舰/Gridley,<em>格里德利级驱逐舰</em>,https://baike.baidu.com/item/%E6%A0%BC%E9%87%8C%E5%BE%B7%E5%88%A9%E7%BA%A7%E9%A9%B1%E9%80%90%E8%88%B0/5806160
马汉级驱逐舰/Mahan,<em>马汉级驱逐舰</em>,https://baike.baidu.com/item/%E9%A9%AC%E6%B1%89%E7%BA%A7%E9%A9%B1%E9%80%90%E8%88%B0/5806107
克莱姆森级驱逐舰/Clemson ,<em>克莱姆森级驱逐舰</em>,https://baike.baidu.com/item/%E5%85%8B%E8%8E%B1%E5%A7%86%E6%A3%AE%E7%BA%A7%E9%A9%B1%E9%80%90%E8%88%B0/5798172
索墨斯级驱逐舰/Somers,<em>索墨斯级驱逐舰</em>,https://baike.baidu.com/item/%E7%B4%A2%E5%A2%A8%E6%96%AF%E7%BA%A7%E9%A9%B1%E9%80%90%E8%88%B0/5806177
邓拉普级驱逐舰/Dunlap,<em>邓拉普级驱逐舰</em>,https://baike.baidu.com/item/%E9%82%93%E6%8B%89%E6%99%AE%E7%BA%A7%E9%A9%B1%E9%80%90%E8%88%B0/5806193
考德威尔级/Caldwell,去网页搜索：,https://baike.baidu.com/item/%E8%80%83%E5%BE%B7%E5%A8%81%E5%B0%94%E5%8F%B7%E9%A9%B1%E9%80%90%E8%88%B0/15674871?fr=aladdin
本森级/Benson 驱逐舰,<em>本森级驱逐舰</em>,https://baike.baidu.com/item/%E6%9C%AC%E6%A3%AE%E7%BA%A7%E9%A9%B1%E9%80%90%E8%88%B0/5806308
维克斯级驱逐舰/Wickes ,<em>维克斯级驱逐舰</em>,https://baike.baidu.com/item/%E7%BB%B4%E5%85%8B%E6%96%AF%E7%BA%A7%E9%A9%B1%E9%80%90%E8%88%B0/6301831
波特级驱逐舰/Porter,<em>波特级驱逐舰</em>,https://baike.baidu.com/item/%E6%B3%A2%E7%89%B9%E7%BA%A7%E9%A9%B1%E9%80%90%E8%88%B0/10433845
贝纳姆级驱逐舰/Benham,<em>贝纳姆级驱逐舰</em>,https://baike.baidu.com/item/%E8%B4%9D%E7%BA%B3%E5%A7%86%E7%BA%A7%E9%A9%B1%E9%80%90%E8%88%B0/5806259
埃德索尔级/Edsal驱逐舰,<em>埃德索尔级驱逐舰</em>,/item/%E5%9F%83%E5%BE%B7%E7%B4%A2%E5%B0%94%E7%BA%A7%E9%A9%B1%E9%80%90%E8%88%B0
吹雪级/Fubuki 驱逐舰,<em>吹雪级驱逐舰</em>,https://baike.baidu.com/item/%E5%90%B9%E9%9B%AA%E7%BA%A7%E9%A9%B1%E9%80%90%E8%88%B0/4542082
西姆斯级/Sims,<em>西姆斯级</em>,https://baike.baidu.com/item/%E8%A5%BF%E5%A7%86%E6%96%AF%E7%BA%A7%E9%A9%B1%E9%80%90%E8%88%B0/5806275
拉德罗级/Rudderow ,<em>拉德罗级</em>,https://baike.baidu.com/item/%E6%8B%89%E5%BE%B7%E7%BD%97%E7%BA%A7%E6%8A%A4%E8%88%AA%E9%A9%B1%E9%80%90%E8%88%B0/5797618
夕云级/Yugumo 驱逐舰,<em>夕云级/yugumo</em>,/item/%E5%A4%95%E4%BA%91%E7%BA%A7%2Fyugumo
格立夫斯级/Gleaves 驱逐舰,格拉,/item/%E6%A0%BC%E6%8B%89%E5%A4%AB%E6%96%AF%E7%BA%A7%E9%A9%B1%E9%80%90%E8%88%B0
阳炎级/Kagero 驱逐舰,<em>阳炎级驱逐舰</em>,https://baike.baidu.com/item/%E9%98%B3%E7%82%8E%E7%BA%A7%E9%A9%B1%E9%80%90%E8%88%B0/8022491
晓级/Akatsuki 驱逐舰,<em>晓</em>,https://baike.baidu.com/item/%E6%99%93%E5%9E%8B%E9%A9%B1%E9%80%90%E8%88%B0/4347415
秋月级/Akizuki,秋月级/Akizuki,https://baike.baidu.com/item/%E7%A7%8B%E6%9C%88%E7%BA%A7/Akizuki
峰风级/Minekaze驱逐舰,<em>峰风级驱逐舰</em>,/item/%E5%B3%B0%E9%A3%8E%E7%BA%A7%E9%A9%B1%E9%80%90%E8%88%B0
睦月级/Mutsuki 驱逐舰,<em>睦月级</em>,https://baike.baidu.com/item/%E7%9D%A6%E6%9C%88%E7%BA%A7/9453245
岛风级/Shimakaze 驱逐舰,去网页搜索：,https://baike.baidu.com/item/%E5%B2%9B%E9%A3%8E/22223593
DDG1000朱姆沃尔特驱逐舰,<em>朱姆沃尔特</em>,https://baike.baidu.com/item/%E6%9C%B1%E5%A7%86%E6%B2%83%E5%B0%94%E7%89%B9%E7%BA%A7%E9%A9%B1%E9%80%90%E8%88%B0/1535197
朝潮级/Asashio 驱逐舰,<em>朝潮级驱逐舰</em>,https://baike.baidu.com/item/%E6%9C%9D%E6%BD%AE%E7%BA%A7%E9%A9%B1%E9%80%90%E8%88%B0/5817087
部族级驱逐舰/Tribal,<em>部族级驱逐舰</em>,https://baike.baidu.com/item/%E9%83%A8%E6%97%8F%E7%BA%A7%E9%A9%B1%E9%80%90%E8%88%B0/12913159
神风级/Kamikaze,<em>神风级</em>,https://baike.baidu.com/item/%E7%A5%9E%E9%A3%8E%E7%BA%A7%E9%A9%B1%E9%80%90%E8%88%B0/5817221
兵器级驱逐舰/Weapon,<em>兵器级驱逐舰</em>,/item/%E5%85%B5%E5%99%A8%E7%BA%A7%E9%A9%B1%E9%80%90%E8%88%B0
Z级驱逐舰,Z级驱逐舰,https://baike.baidu.com/item/Z%E7%BA%A7%E9%A9%B1%E9%80%90%E8%88%B0
V/W级驱逐舰,<em>V级驱逐舰</em>,https://baike.baidu.com/item/V%E7%BA%A7%E9%A9%B1%E9%80%90%E8%88%B0/7116520
成功级护卫舰,成功级护卫舰,https://baike.baidu.com/item/%E6%88%90%E5%8A%9F%E7%BA%A7%E6%8A%A4%E5%8D%AB%E8%88%B0
独立号濒海战斗舰(LCS-2)战斗舰,<em>LCS-2独立号濒海战斗舰</em>,https://baike.baidu.com/item/LCS-2%E7%8B%AC%E7%AB%8B%E5%8F%B7%E6%BF%92%E6%B5%B7%E6%88%98%E6%96%97%E8%88%B0/9708292
“大刀”(Broadsword，22型Batch 1）级导弹护卫舰,<em>22型护卫舰</em>,https://baike.baidu.com/item/22%E5%9E%8B%E6%8A%A4%E5%8D%AB%E8%88%B0/10113278
“帕拉”(Pará）级(原美国“加西亚”级）通用护卫舰,去网页搜索：,https://baike.baidu.com/item/%E5%B8%95%E6%8B%89%E7%BA%A7%E6%8A%A4%E5%8D%AB%E8%88%B0/12588047?fr=aladdin
054A型导弹护卫舰,054A型导弹护卫舰,https://baike.baidu.com/item/054A%E5%9E%8B%E5%AF%BC%E5%BC%B9%E6%8A%A4%E5%8D%AB%E8%88%B0
“艾斯波拉”级导弹护卫舰,去网页搜索：,http://www.baidu.com/s?ie=utf-8&fr=bks0000&wd=%E2%80%9C%E8%89%BE%E6%96%AF%E6%B3%A2%E6%8B%89%E2%80%9D%E7%BA%A7%E5%AF%BC%E5%BC%B9%E6%8A%A4%E5%8D%AB%E8%88%B0
“索尔兹伯里”(Salisbury）级 (61型）通用护卫舰,<em>索尔兹伯里级护卫舰</em>,/item/%E7%B4%A2%E5%B0%94%E5%85%B9%E4%BC%AF%E9%87%8C%E7%BA%A7%E6%8A%A4%E5%8D%AB%E8%88%B0
“豹”(Leopard）级(41型）通用护卫舰,英国,https://baike.baidu.com/item/%E8%8B%B1%E5%9B%BD41%E5%9E%8B%E6%8A%A4%E5%8D%AB%E8%88%B0/8734428
056型护卫舰,056型护卫舰,https://baike.baidu.com/item/056%E5%9E%8B%E6%8A%A4%E5%8D%AB%E8%88%B0
“佩里”(Oliver Hazard Perry)级导弹护卫舰,<em>佩里级护卫舰</em>,https://baike.baidu.com/item/%E4%BD%A9%E9%87%8C%E7%BA%A7%E6%8A%A4%E5%8D%AB%E8%88%B0/2160200
“维林根”（Wielingen）级（E-71型）护卫舰,佐勒菲卡尔号,/item/%E4%BD%90%E5%8B%92%E8%8F%B2%E5%8D%A1%E5%B0%94%E5%8F%B7%E6%8A%A4%E5%8D%AB%E8%88%B0
“尼泰罗伊”(Niteroi）级护卫舰,<em>尼泰罗伊级护卫舰</em>,https://baike.baidu.com/item/%E5%B0%BC%E6%B3%B0%E7%BD%97%E4%BC%8A%E7%BA%A7%E6%8A%A4%E5%8D%AB%E8%88%B0/12514541
“侦察”级导弹护卫舰,<em>侦察级护卫舰</em>,/item/%E4%BE%A6%E5%AF%9F%E7%BA%A7%E6%8A%A4%E5%8D%AB%E8%88%B0
“江湖”级(053HT型）导弹护卫舰,<em>053HT型护卫舰</em>,https://baike.baidu.com/item/053HT%E5%9E%8B%E6%8A%A4%E5%8D%AB%E8%88%B0/15385486
“哈利法克斯”（Halifax）级直升机护卫舰／导弹护卫舰,“,https://baike.baidu.com/item/%E2%80%9C%E5%93%88%E5%88%A9%E6%B3%95%E5%85%8B%E6%96%AF%E2%80%9D%E7%BA%A7%E5%AF%BC%E5%BC%B9%E6%8A%A4%E5%8D%AB%E8%88%B0/10500694
“帕迪拉海军上将”级(FS1500型，FL）／“卡斯图里”级轻型导弹护卫舰,去网页搜索：,https://baike.baidu.com/item/%E5%B8%95%E8%BF%AA%E6%8B%89%E6%B5%B7%E5%86%9B%E4%B8%8A%E5%B0%86%E7%BA%A7%E6%8A%A4%E5%8D%AB%E8%88%B0/14483980?fr=aladdin
“江湖”I／Ⅱ级(053）导弹护卫舰,<em>江湖</em>,https://baike.baidu.com/item/%E6%B1%9F%E6%B9%96%E2%85%A0%E7%BA%A7(053H)--511%E5%8D%97%E9%80%9A%E5%8F%B7/15173396
“尼尔斯·尤尔”（Niels Juel）级导弹护卫舰,<em>尼尔斯·尤尔级导弹护卫舰</em>,https://baike.baidu.com/item/%E5%B0%BC%E5%B0%94%E6%96%AF%C2%B7%E5%B0%A4%E5%B0%94%E7%BA%A7%E5%AF%BC%E5%BC%B9%E6%8A%A4%E5%8D%AB%E8%88%B0/4881389
“诺克斯”级护卫舰,“诺克斯”级护卫舰,https://baike.baidu.com/item/%E2%80%9C%E8%AF%BA%E5%85%8B%E6%96%AF%E2%80%9D%E7%BA%A7%E6%8A%A4%E5%8D%AB%E8%88%B0
“利安德”级导弹护卫舰,<em>利安德级护卫舰</em>,https://baike.baidu.com/item/%E5%88%A9%E5%AE%89%E5%BE%B7%E7%BA%A7%E6%8A%A4%E5%8D%AB%E8%88%B0/3323232
“江凯”级（054型）护卫舰,<em>054型护卫舰</em>,https://baike.baidu.com/item/054%E5%9E%8B%E6%8A%A4%E5%8D%AB%E8%88%B0/4404845
“江卫”Ⅰ／II级(053／053H2G型）导弹护卫舰,中国,https://baike.baidu.com/item/%E4%B8%AD%E5%9B%BD053H2G%E5%9E%8B%E6%8A%A4%E5%8D%AB%E8%88%B0/12775510
