origin_name,verify_name,('_name' 5),url
T-47/UC-35“奖状”,T-47,('T-47' 4),/item/T-47%E2%80%9C%E5%A5%96%E7%8A%B6%E2%80%9D%E6%95%99%E7%BB%83%E6%9C%BA
T-41“梅斯卡勒罗人”,T-41,('T-41' 4),https://baike.baidu.com/item/T-41%E2%80%9C%E6%A2%85%E6%96%AF%E5%8D%A1%E5%8B%92%E7%BD%97%E4%BA%BA%E2%80%9D%E6%95%99%E7%BB%83%E6%9C%BA/5269866
A-8/PQ-8/TOC-2,<em>A-8</em>,('A-8' 3),/item/%E5%8D%A1%E5%B0%94%E5%BC%97A-8%E6%95%99%E7%BB%83%E6%9C%BA
AT-21“机枪手”,AT-21,('AT-21' 5),/item/AT-21%E2%80%9C%E6%9C%BA%E6%9E%AA%E6%89%8B%E2%80%9D%E6%95%99%E7%BB%83%E6%9C%BA
BC/AT-6/SNJ“德克萨斯人”,AT-6,('AT-6' 4),/item/AT-6%E6%95%99%E7%BB%83%E6%9C%BA
T-39 “佩刀客”,T-39,('T-39' 4),/item/T-39%20%E2%80%9C%E4%BD%A9%E5%88%80%E5%AE%A2%E2%80%9D%E6%95%99%E7%BB%83%E6%9C%BA
T-2“橡树” 教练机,T-2“橡树” 教练机,('T-2“橡树” 教练机' 11),https://baike.baidu.com/item/T-2%E2%80%9C%E6%A9%A1%E6%A0%91%E2%80%9D%20%E6%95%99%E7%BB%83%E6%9C%BA
AT-9,AT-9,('AT-9' 4),/item/AT-9%E6%95%99%E7%BB%83%E6%9C%BA
PQ-14/TD2C-1,PQ-14,('PQ-14' 5),/item/PQ-14%E6%95%99%E7%BB%83%E6%9C%BA
PT-16/20/21/22和NR-1“补充兵”,<em>PT-16/20/21/22和NR-1“补充兵”</em>,('PT-16/20/21/22和NR-1“补充兵”' 24),http://www.baidu.com/s?ie=utf-8&fr=bks0000&wd=PT-16%2F20%2F21%2F22%E5%92%8CNR-1%E2%80%9C%E8%A1%A5%E5%85%85%E5%85%B5%E2%80%9D
T/CT-43和T-40“快船”,T-40,('T-40' 4),/item/T-40%E2%80%9C%E5%BF%AB%E8%88%B9%E2%80%9D%E6%95%99%E7%BB%83%E6%9C%BA
沃多霍迪L-39/L-139/L-59/L-159高级喷气教练机和轻型攻击机,沃多霍迪L-39/L-139/L-59/L-159高级喷气教练机和轻型攻击机,('沃多霍迪L-39/L-139/L-59/L-159高级喷气教练机和轻型攻击机' 38),https://baike.baidu.com/item/%E6%B2%83%E5%A4%9A%E9%9C%8D%E8%BF%AAL-39/L-139/L-59/L-159%E9%AB%98%E7%BA%A7%E5%96%B7%E6%B0%94%E6%95%99%E7%BB%83%E6%9C%BA%E5%92%8C%E8%BD%BB%E5%9E%8B%E6%94%BB%E5%87%BB%E6%9C%BA
N2T“导师”,N2T,('N2T' 3),/item/N2T%E2%80%9C%E5%AF%BC%E5%B8%88%E2%80%9D%E6%95%99%E7%BB%83%E6%9C%BA
海军飞机制造厂N3N ,海军飞机制造厂N3N ,('海军飞机制造厂N3N ' 11),https://baike.baidu.com/item/%E6%B5%B7%E5%86%9B%E9%A3%9E%E6%9C%BA%E5%88%B6%E9%80%A0%E5%8E%82N3N%20
PT-19/23/26“康奈尔”,PT-19,('PT-19' 5),/item/PT-19%E6%95%99%E7%BB%83%E6%9C%BA
BT-9/14和NJ-1,BT-9,('BT-9' 4),/item/BT-9%E5%88%9D%E7%BA%A7%E6%95%99%E7%BB%83%E6%9C%BA
T-37“鸣叫”和A/QA-37“龙蝇” ,T-37,('T-37' 4),https://baike.baidu.com/item/T-37%E2%80%9C%E9%B8%A3%E5%8F%AB%E2%80%9D%E6%95%99%E7%BB%83%E6%9C%BA/9004625
NP,NP,('NP' 2),https://baike.baidu.com/item/NP
VE-7/9教练机,VE-7教练机,('VE-7' 4),/item/VE-7%E6%95%99%E7%BB%83%E6%9C%BA
P2M/P3M,P2M,('P2M' 3),/item/P2M%E6%95%99%E7%BB%83%E6%9C%BA
BT-13/15和SNV-1/2“勇士”,BT-13,('BT-13' 5),/item/BT-13%E6%95%99%E7%BB%83%E6%9C%BA
歼教-2,歼教-2,('歼教-2' 4),https://baike.baidu.com/item/%E6%AD%BC%E6%95%99-2
歼教-7型,歼教-7,('歼教-7' 4),https://baike.baidu.com/item/%E6%AD%BC%E6%95%99-7/7813479
教练-11（K-8）,教练-11,('教练-11' 5),/item/%E6%95%99%E7%BB%83-11
轰教5教练机,轰教,('轰教' 2),/item/%E8%BD%B0%E6%95%99-5
歼教1教练机,歼教,('歼教' 2),https://baike.baidu.com/item/%E6%AD%BC%E6%95%99-1/7151802
运教5,运教,('运教' 2),/item/%E8%BF%90%E6%95%99-5
Q-5J强击教练机,Q-5J教练机,('Q-5J' 4),/item/Q-5J%E6%95%99%E7%BB%83%E6%9C%BA
初教-6,初教-6,('初教-6' 4),https://baike.baidu.com/item/%E5%88%9D%E6%95%99-6
初教-5,初教-5,('初教-5' 4),https://baike.baidu.com/item/%E5%88%9D%E6%95%99-5
教-8（K-8）教练机,K-8教练机,('K-8' 3),/item/K-8%E6%95%99%E7%BB%83%E6%9C%BA
歼教5,歼教5,('歼教5' 3),https://baike.baidu.com/item/%E6%AD%BC%E6%95%995
轰运教7,轰运教,('轰运教' 3),/item/%E8%BD%B0%E8%BF%90%E6%95%99-7
L15“猎鹰”,L15,('L15' 3),https://baike.baidu.com/item/L15%E2%80%9C%E7%8C%8E%E9%B9%B0%E2%80%9D%E9%AB%98%E7%BA%A7%E6%95%99/768739
CT4“空中教练”基础教练机,<em>CT4“空中教练”基础教练机</em>,('CT4“空中教练”基础教练机' 14),http://www.baidu.com/s?ie=utf-8&fr=bks0000&wd=CT4%E2%80%9C%E7%A9%BA%E4%B8%AD%E6%95%99%E7%BB%83%E2%80%9D%E5%9F%BA%E7%A1%80%E6%95%99%E7%BB%83%E6%9C%BA
PC-9“高级涡轮教练”涡轮螺旋桨高级教练机,<em>PC-9涡轮螺旋桨</em>,('涡轮螺旋桨' 5),https://baike.baidu.com/item/%E7%91%9E%E5%A3%ABPC-9%E6%B6%A1%E8%BD%AE%E8%9E%BA%E6%97%8B%E6%A1%A8%E5%88%9D%E7%BA%A7%E6%95%99%E7%BB%83%E6%9C%BA/12605255
萨博105(Sk 60)基础/高级喷气教练机/轻型攻击机和侦察机,萨博105教练机,('萨博105' 5),/item/%E8%90%A8%E5%8D%9A105%E6%95%99%E7%BB%83%E6%9C%BA
PC-21涡轮螺旋桨高级教练机,<em>PC-21教练机</em>,('PC-21' 5),https://baike.baidu.com/item/%E7%91%9E%E5%A3%ABPC-21%E6%95%99%E7%BB%83%E6%9C%BA/14099576
CN-235M 运输机/海上巡逻机MPA,CN-235运输机,('CN-235' 6),https://baike.baidu.com/item/CN-235%E8%BF%90%E8%BE%93%E6%9C%BA/703467
T-6“德克萨斯人”Ⅱ高级涡轮螺旋桨教练机,T-6“德克萨斯人”Ⅱ高级涡轮螺旋桨教练机,('T-6“德克萨斯人”Ⅱ高级涡轮螺旋桨教练机' 21),https://baike.baidu.com/item/T-6%E2%80%9C%E5%BE%B7%E5%85%8B%E8%90%A8%E6%96%AF%E4%BA%BA%E2%80%9D%E2%85%A1%E9%AB%98%E7%BA%A7%E6%B6%A1%E8%BD%AE%E8%9E%BA%E6%97%8B%E6%A1%A8%E6%95%99%E7%BB%83%E6%9C%BA
PC-7“涡轮教练”基础教练机,PC-7教练机,('PC-7' 4),/item/PC-7%E6%95%99%E7%BB%83%E6%9C%BA
JL9“山鹰”教练机,教练,('教练' 2),/item/%E6%95%99%E7%BB%83-9
“鹰”50/60/100高级喷气教练机,高级喷气教练机,('高级喷气教练机' 7),/item/%E9%AB%98%E7%BA%A7%E5%96%B7%E6%B0%94%E6%95%99%E7%BB%83%E6%9C%BA
Piper PA-44“塞米诺”双发活塞式轻型飞机,<em>PA-44</em>,('PA-44' 5),https://baike.baidu.com/item/%E6%B4%BE%E7%8F%80PA-44/13384374
TB-30 Epsilon基础教练机,<em>TB-30 Epsilon基础教练机</em>,('TB-30 Epsilon基础教练机' 18),http://www.baidu.com/s?ie=utf-8&fr=bks0000&wd=TB-30%20Epsilon%E5%9F%BA%E7%A1%80%E6%95%99%E7%BB%83%E6%9C%BA
川崎T-4中级喷气教练机,<em>T-4教练机</em>,('T-4' 3),https://baike.baidu.com/item/%E6%97%A5%E6%9C%AC%E8%88%AA%E7%A9%BA%E8%87%AA%E5%8D%AB%E9%98%9FT-4%E6%95%99%E7%BB%83%E6%9C%BA/15179773
C-101“航空喷气”基础/高级教练机/攻击机,<em>C-101</em>,('C-101' 5),https://baike.baidu.com/item/%E8%A5%BF%E7%8F%AD%E7%89%99C-101%E4%B8%AD%2F%E9%AB%98%E7%BA%A7%E6%95%99%E7%BB%83%E6%9C%BA/14130142
HJT-36“星”基础喷气教练机,<em>HJT-36“星”基础喷气教练机</em>,('HJT-36“星”基础喷气教练机' 16),http://www.baidu.com/s?ie=utf-8&fr=bks0000&wd=HJT-36%E2%80%9C%E6%98%9F%E2%80%9D%E5%9F%BA%E7%A1%80%E5%96%B7%E6%B0%94%E6%95%99%E7%BB%83%E6%9C%BA
“阿尔法喷气”高级教练机/近距离空中支援飞机,阿尔法喷气,('阿尔法喷气' 5),https://baike.baidu.com/item/%E9%98%BF%E5%B0%94%E6%B3%95%E5%96%B7%E6%B0%94/3619939
HJT-16“光线”基础/高级喷气教练机,<em>HJT-16“光线”基础/高级喷气教练机</em>,('HJT-16“光线”基础/高级喷气教练机' 20),http://www.baidu.com/s?ie=utf-8&fr=bks0000&wd=HJT-16%E2%80%9C%E5%85%89%E7%BA%BF%E2%80%9D%E5%9F%BA%E7%A1%80%2F%E9%AB%98%E7%BA%A7%E5%96%B7%E6%B0%94%E6%95%99%E7%BB%83%E6%9C%BA
M-311AleniaAermacchi 基础喷气教练机,<em>M-311AleniaAermacchi 基础喷气教练机</em>,('M-311AleniaAermacchi 基础喷气教练机' 28),http://www.baidu.com/s?ie=utf-8&fr=bks0000&wd=M-311AleniaAermacchi%20%E5%9F%BA%E7%A1%80%E5%96%B7%E6%B0%94%E6%95%99%E7%BB%83%E6%9C%BA
KT-1“雄蜂”(韩国) 基础/高级教练机/攻击机,<em>KT-1“雄蜂”(韩国) 基础/高级教练机/攻击机</em>,('KT-1“雄蜂”(韩国) 基础/高级教练机/攻击机' 25),http://www.baidu.com/s?ie=utf-8&fr=bks0000&wd=KT-1%E2%80%9C%E9%9B%84%E8%9C%82%E2%80%9D%28%E9%9F%A9%E5%9B%BD%29%20%E5%9F%BA%E7%A1%80%2F%E9%AB%98%E7%BA%A7%E6%95%99%E7%BB%83%E6%9C%BA%2F%E6%94%BB%E5%87%BB%E6%9C%BA
T-50（TA-50）“金鹰”高级喷气教练机/轻型攻击机,T-50,('T-50' 4),https://baike.baidu.com/item/T-50%E2%80%9C%E9%87%91%E9%B9%B0%E2%80%9D%E6%95%99%E7%BB%83%E6%9C%BA/9004341
IA 63/AT-63“潘帕人”基础/高级喷气教练机,<em>IA 63/AT-63“潘帕人”基础/高级喷气教练机</em>,('IA 63/AT-63“潘帕人”基础/高级喷气教练机' 26),http://www.baidu.com/s?ie=utf-8&fr=bks0000&wd=IA%2063%2FAT-63%E2%80%9C%E6%BD%98%E5%B8%95%E4%BA%BA%E2%80%9D%E5%9F%BA%E7%A1%80%2F%E9%AB%98%E7%BA%A7%E5%96%B7%E6%B0%94%E6%95%99%E7%BB%83%E6%9C%BA
T-35“魔鬼”基础教练机,<em>T-35“魔鬼”基础教练机</em>,('T-35“魔鬼”基础教练机' 13),http://www.baidu.com/s?ie=utf-8&fr=bks0000&wd=T-35%E2%80%9C%E9%AD%94%E9%AC%BC%E2%80%9D%E5%9F%BA%E7%A1%80%E6%95%99%E7%BB%83%E6%9C%BA
T-37 “鸣鸟”基础/高级教练机/攻击机,<em>37</em>,('37' 2),https://baike.baidu.com/item/A-37%E2%80%9C%E8%9C%BB%E8%9C%92%E2%80%9D%E6%94%BB%E5%87%BB%E6%9C%BA/8788855
“斗牛犬”120初级教练机,<em>斗牛犬</em>,('斗牛犬' 3),/item/%E6%AF%94%E6%A0%BC%E5%B0%94%E2%80%9C%E6%96%97%E7%89%9B%E7%8A%AC%E2%80%9D120
洛克希德AT/T-33（CT-133“银星”）基础/高级喷气教练机,T-33/T,('T-33' 4),/item/T-33%2FTV-2
沃多霍迪L-29“海豚”基础/高级喷气教练机,L-29教练机,('L-29' 4),/item/L-29%E6%95%99%E7%BB%83%E6%9C%BA
MB-326高级教练机,Mb-326,('-326' 4),/item/Mb-326%E6%94%BB%E5%87%BB%E6%9C%BA
马基（阿莱尼亚)MB-346高级喷气教练机,<em>346高级教练机</em>,('346高级' 5),https://baike.baidu.com/item/M-346%E9%AB%98%E7%BA%A7%E6%95%99%E7%BB%83%E6%9C%BA/1011361
T-1教练机,<em>T-1 教练机</em>,('T-1' 3),https://baike.baidu.com/item/%E7%BE%8E%E5%9B%BDT-1%20%E6%95%99%E7%BB%83%E6%9C%BA/4118020
MAKO教练机,<em>MAKO教练机</em>,('MAKO教练机' 7),https://baike.baidu.com/item/%E5%BE%B7%E5%9B%BDMAKO%E6%95%99%E7%BB%83%E6%9C%BA/12765717
萨博MFI-17/支持者轻型教练机/观测飞机,<em>萨博MFI-17/支持者轻型教练机/观测飞机</em>,('萨博MFI-17/支持者轻型教练机/观测飞机' 22),http://www.baidu.com/s?ie=utf-8&fr=bks0000&wd=%E8%90%A8%E5%8D%9AMFI-17%2F%E6%94%AF%E6%8C%81%E8%80%85%E8%BD%BB%E5%9E%8B%E6%95%99%E7%BB%83%E6%9C%BA%2F%E8%A7%82%E6%B5%8B%E9%A3%9E%E6%9C%BA
MB-339高级教练机/轻型攻击机,MB339教练/攻击机,('339' 3),https://baike.baidu.com/item/MB339%E6%95%99%E7%BB%83/%E6%94%BB%E5%87%BB%E6%9C%BA/10594864
三菱T-2高级喷气教练机,T-2教练机,('T-2' 3),https://baike.baidu.com/item/T-2%E6%95%99%E7%BB%83%E6%9C%BA/4098495
IAR-99“鹰”高级喷气教练机/轻型攻击机,IAR-99教练机,('IAR-99' 6),/item/IAR-99%E6%95%99%E7%BB%83%E6%9C%BA
马基（SIAI-马歇蒂）SF.260特技飞行与武器教练机,SF.260教练机,('SF.260' 6),/item/SF.260%E6%95%99%E7%BB%83%E6%9C%BA
雅克-11中级教练机,雅克-11,('雅克-11' 5),https://baike.baidu.com/item/%E9%9B%85%E5%85%8B-11/2361378
“虎蛾”式教练机,虎蛾式教练机,('式教练机' 4),https://baike.baidu.com/item/%E8%99%8E%E8%9B%BE%E5%BC%8F%E6%95%99%E7%BB%83%E6%9C%BA/7854573
雅克-53特技教练机,雅克,('雅克' 2),https://baike.baidu.com/item/%E9%9B%85%E5%85%8B/1922448
鹰(HAWK)式教练机  ,鹰式教练机,('式教练机' 4),https://baike.baidu.com/item/%E9%B9%B0%E5%BC%8F%E6%95%99%E7%BB%83%E6%9C%BA/7519266
CM-170轻型教练/攻击机,CM-170教练机,('CM-170' 6),/item/CM-170%E6%95%99%E7%BB%83%E6%9C%BA
雅克-32教练机,雅克,('雅克' 2),https://baike.baidu.com/item/%E9%9B%85%E5%85%8B%E6%88%98%E6%96%97%E6%9C%BA/8015034
雅克-30 截击机,雅克战斗机,('雅克' 2),https://baike.baidu.com/item/%E9%9B%85%E5%85%8B%E6%88%98%E6%96%97%E6%9C%BA/8015034
雅克-52初级教练机,雅克-52初级教练机,('雅克-52初级教练机' 10),https://baike.baidu.com/item/%E9%9B%85%E5%85%8B-52%E5%88%9D%E7%BA%A7%E6%95%99%E7%BB%83%E6%9C%BA
S-312巨嘴鸟(Tucano)教练机,巨嘴鸟,('巨嘴鸟' 3),https://baike.baidu.com/item/%E5%B7%A8%E5%98%B4%E9%B8%9F%E6%88%98%E6%96%97%E6%9C%BA/9065716
雅克-18教练机,雅克-18教练机,('雅克-18教练机' 8),https://baike.baidu.com/item/%E9%9B%85%E5%85%8B-18%E6%95%99%E7%BB%83%E6%9C%BA
CM.170教师双座双发喷气教练机,CM,('CM' 2),/item/CM-170%E6%95%99%E7%BB%83%E6%9C%BA
E-2鹰眼预警机,E-2鹰眼预警机,('E-2鹰眼预警机' 8),https://baike.baidu.com/item/E-2%E9%B9%B0%E7%9C%BC%E9%A2%84%E8%AD%A6%E6%9C%BA
运-8J海上警戒机,运,('运' 1),https://baike.baidu.com/item/%E8%BF%90-8%E6%B5%B7%E4%B8%8A%E8%AD%A6%E6%88%92%E6%9C%BA/12795464
空警200型早期预警机,空警,('空警' 2),/item/%E7%A9%BA%E8%AD%A6-200
E-6B“水星”TACAMOⅡ 通信中继飞机,E,('E' 1),https://baike.baidu.com/item/E-6%E9%80%9A%E4%BF%A1%E4%B8%AD%E7%BB%A7%E9%A3%9E%E6%9C%BA/7208500
空警一号,空警一号,('空警一号' 4),https://baike.baidu.com/item/%E7%A9%BA%E8%AD%A6%E4%B8%80%E5%8F%B7
Y8J空中警戒机,<em>Y8J空中警戒机</em>,('Y8J空中警戒机' 8),http://www.baidu.com/s?ie=utf-8&fr=bks0000&wd=Y8J%E7%A9%BA%E4%B8%AD%E8%AD%A6%E6%88%92%E6%9C%BA
C-295中程预警机,C-295中程预警机,('C-295中程预警机' 10),https://baike.baidu.com/item/C-295%E4%B8%AD%E7%A8%8B%E9%A2%84%E8%AD%A6%E6%9C%BA
波音737 AEW＆C空中预警和控制飞机,预警,('预警' 2),https://baike.baidu.com/item/%E9%A2%84%E8%AD%A6%E6%9C%BA/105127
E-3“望楼”AWACS空中预警和控制飞机,E,('E' 1),https://baike.baidu.com/item/E-3A%E7%A9%BA%E4%B8%AD%E9%A2%84%E8%AD%A6%E6%9C%BA/8734920
ZDK-03型预警机,ZDK-03型预警机,('ZDK-03型预警机' 10),https://baike.baidu.com/item/ZDK-03%E5%9E%8B%E9%A2%84%E8%AD%A6%E6%9C%BA
E-4/VC-25,E-4,('E-4' 3),https://baike.baidu.com/item/E-4%E7%A9%BA%E4%B8%AD%E6%8C%87%E6%8C%A5%E6%9C%BA/10594144
A-50空中预警机,A-50预警机,('A-50' 4),https://baike.baidu.com/item/A-50%E9%A2%84%E8%AD%A6%E6%9C%BA/4928509
G550预警机,<em>G550预警机</em>,('G550预警机' 7),https://baike.baidu.com/item/%E4%BB%A5%E8%89%B2%E5%88%97G550%E9%A2%84%E8%AD%A6%E6%9C%BA/5243141
E-2D高级鹰眼,E-2D,('E-2D' 4),/item/E-2D%E2%80%9C%E9%AB%98%E7%BA%A7%E9%B9%B0%E7%9C%BC%E2%80%9D%E9%A2%84%E8%AD%A6%E6%9C%BA
ASP预警机,<em>ASP预警机</em>,('ASP预警机' 6),https://baike.baidu.com/item/%E5%8D%B0%E5%BA%A6ASP%E9%A2%84%E8%AD%A6%E6%9C%BA/12773122
瑞典爱立眼预警机,瑞典爱立眼预警机,('瑞典爱立眼预警机' 8),https://baike.baidu.com/item/%E7%91%9E%E5%85%B8%E7%88%B1%E7%AB%8B%E7%9C%BC%E9%A2%84%E8%AD%A6%E6%9C%BA
EMB-145（R-99）监视飞机,EMB-145,('EMB-145' 7),https://baike.baidu.com/item/EMB-145/4630669
E-767 AWACS/KC-767加油机AWACS和加油机,<em>767</em>,('767' 3),https://baike.baidu.com/item/%E6%B3%A2%E9%9F%B3767/1693498
楔尾预警机,<em>楔尾</em>,('楔尾' 2),https://baike.baidu.com/item/%E2%80%9C%E6%A5%94%E5%B0%BE%E2%80%9D%E9%A2%84%E8%AD%A6%E6%9C%BA/5389305
费尔康707预警机,<em>费尔康</em>,('费尔康' 3),https://baike.baidu.com/item/%E2%80%9C%E8%B4%B9%E5%B0%94%E5%BA%B7%E2%80%9D%E9%A2%84%E8%AD%A6%E6%9C%BA/1053662
BN-2 防御者小型双发预警机,<em>防御者</em>,('防御者' 3),https://baike.baidu.com/item/%E2%80%9C%E9%98%B2%E5%BE%A1%E8%80%85%E2%80%9D%E9%A2%84%E8%AD%A6%E6%9C%BA/14696555
E-8“联合星”地面监视/作战管理飞机,E-8联合监视,('E-8' 3),https://baike.baidu.com/item/E-8%E8%81%94%E5%90%88%E7%9B%91%E8%A7%86%E7%9B%AE%E6%A0%87%E6%94%BB%E5%87%BB%E9%9B%B7%E8%BE%BE%E7%B3%BB%E7%BB%9F%E9%A3%9E%E6%9C%BA/7208667
IAI(波音)Phalcon 707预警飞机,<em>飞机</em>,('飞机' 2),/item/%E7%AE%80%E6%B0%8F%E9%A3%9E%E6%9C%BA%E9%89%B4%E8%B5%8F%E6%8C%87%E5%8D%97%EF%BC%88%E7%AC%AC5%E7%89%88%EF%BC%89%EF%BC%88%E5%85%B8%E8%97%8F%E7%89%88%EF%BC%89%EF%BC%88%E5%BD%A9%E5%8D%B0%EF%BC%89
E-2C“鹰眼”(美国) 空中预警和控制飞机,E-2C,('E-2C' 4),/item/E-2C%E2%80%9C%E9%B9%B0%E7%9C%BC%E2%80%9D%E9%A2%84%E8%AD%A6%E6%9C%BA
空警2000型预警指挥机,<em>预警机</em>,('预警' 2),https://baike.baidu.com/item/%E7%A9%BA%E4%B8%AD%E9%A2%84%E8%AD%A6%E6%9C%BA/10479238
埃隆卡O-58“蚱蜢”轻型观察机,埃隆卡O-58,('埃隆卡O-58' 7),/item/%E5%9F%83%E9%9A%86%E5%8D%A1O-58%E2%80%9C%E8%9A%B1%E8%9C%A2%E2%80%9D%E8%81%94%E7%BB%9C%E6%9C%BA
柏林纳-乔伊斯OJ-2侦察机,OJ-2侦察机,('OJ-2侦察机' 7),/item/OJ-2%E4%BE%A6%E5%AF%9F%E6%9C%BA
P2V/P-2“海王星”,P2V,('P2V' 3),/item/P2V-7U%E4%BE%A6%E5%AF%9F%E6%9C%BA
U/QU-22,U,('U' 1),/item/U-22%E4%BE%A6%E5%AF%9F%E6%9C%BA
F-5L巡逻机,F-5L巡逻机,('F-5L巡逻机' 7),https://baike.baidu.com/item/F-5L%E5%B7%A1%E9%80%BB%E6%9C%BA
YO-3A侦察机,YO-3A侦察机,('YO-3A侦察机' 8),https://baike.baidu.com/item/YO-3A%E4%BE%A6%E5%AF%9F%E6%9C%BA
U-21“犹他人”和T-44“飞马”,U-21,('U-21' 4),/item/U-21%E2%80%9C%E7%8A%B9%E4%BB%96%E4%BA%BA%E2%80%9D%E4%BE%A6%E5%AF%9F%E6%9C%BA
OV-1“莫霍克”,OV-1,('OV-1' 4),/item/OV-1%E2%80%9C%E8%8E%AB%E9%9C%8D%E5%85%8B%E2%80%9D%E4%BE%A6%E5%AF%9F%E6%9C%BA
P4M“莫卡托”,P4M,('P4M' 3),/item/P4M%E4%BE%A6%E5%AF%9F%E6%9C%BA
YC-43“旅行家”联络机,YC-43“旅行家”联络机,('YC-43“旅行家”联络机' 13),https://baike.baidu.com/item/YC-43%E2%80%9C%E6%97%85%E8%A1%8C%E5%AE%B6%E2%80%9D%E8%81%94%E7%BB%9C%E6%9C%BA
SR-71侦察机,SR-71侦察机,('SR-71侦察机' 8),https://baike.baidu.com/item/SR-71%E4%BE%A6%E5%AF%9F%E6%9C%BA
U-2/TR-1 单座单发侦察机,U-2侦察机,('U-2' 3),https://baike.baidu.com/item/U-2%E4%BE%A6%E5%AF%9F%E6%9C%BA/333431
O-62/L-5/OY“哨兵”,L-5,('L-5' 3),/item/L-5%E2%80%9C%E5%93%A8%E5%85%B5%E2%80%9D%E4%BE%A6%E5%AF%9F%E6%9C%BA
OS2U“翠鸟”,OS2U,('OS2U' 4),/item/OS2U%E2%80%9C%E7%BF%A0%E9%B8%9F%E2%80%9D%E4%BE%A6%E5%AF%9F%E6%9C%BA
O2U“海盗”,O2U海盗,('O2U' 3),https://baike.baidu.com/item/O2U%E6%B5%B7%E7%9B%97%E5%BC%8F%E4%BE%A6%E5%AF%9F%E6%9C%BA/13988036
O-2“超级空中霸主”,O-2超级空中,('超级空中' 4),/item/O-2%E8%B6%85%E7%BA%A7%E7%A9%BA%E4%B8%AD%E9%9C%B8%E8%80%85%E5%A4%9A%E7%94%A8%E9%80%94%E9%A3%9E%E6%9C%BA
UC-81/AT-19“信赖”,UC-81,('UC-81' 5),/item/UC-81%E2%80%9C%E4%BF%A1%E8%B5%96%E2%80%9D%E4%BE%A6%E5%AF%9F%E6%9C%BA
L-27/U-3,L-27/U-3,('L-27/U-3' 8),/item/L-27%2FU-3%E4%BE%A6%E5%AF%9F%E6%9C%BA
L-13,L-13,('L-13' 4),/item/L-13SW%E8%BD%BB%E5%9E%8B%E9%A3%9E%E6%9C%BA
O-49/L-1“警戒”观察机,O-49/L-1“警戒”观察机,('O-49/L-1“警戒”观察机' 15),https://baike.baidu.com/item/O-49/L-1%E2%80%9C%E8%AD%A6%E6%88%92%E2%80%9D%E8%A7%82%E5%AF%9F%E6%9C%BA
O-57/L-2“蚱蜢”,L-2,('L-2' 3),/item/L-2%E2%80%9C%E8%9A%B1%E8%9C%A2%E2%80%9D%E4%BE%A6%E5%AF%9F%E6%9C%BA
O3U/SU“海盗”,O3U,('O3U' 3),/item/O3U%E2%80%9C%E6%B5%B7%E7%9B%97%E2%80%9D%E4%BE%A6%E5%AF%9F%E6%9C%BA
SC“海鹰”,SC,('SC' 2),/item/SC%E2%80%9C%E6%B5%B7%E9%B9%B0%E2%80%9D%E4%BE%A6%E5%AF%9F%E6%9C%BA
L-19/O-1“飞狗”,L-19/O-1,('L-19/O-1' 8),/item/L-19%2FO-1%E2%80%9C%E9%A3%9E%E7%8B%97%E2%80%9D%E4%BE%A6%E5%AF%9F%E6%9C%BA
UO/FU双翼观察机,UO/FU观察机,('UO/FU' 5),/item/UO%2FFU%E8%A7%82%E5%AF%9F%E6%9C%BA
“信使”M-1/MAT,<em>信使</em>,('信使' 2),/item/%E2%80%9C%E4%BF%A1%E4%BD%BF%E2%80%9DM-1%2FMAT%E4%BE%A6%E5%AF%9F%E6%9C%BA
O-19,O-19,('O-19' 4),/item/O-19%E6%88%98%E6%96%97%E6%9C%BA
安-30,安-30,('安-30' 4),https://baike.baidu.com/item/%E5%AE%89-30
O-47,O-47,('O-47' 4),/item/O-47%E4%BE%A6%E5%AF%9F%E6%9C%BA
洛克希德U-2S高空侦察机,U,('U' 1),https://baike.baidu.com/item/U-2%E4%BE%A6%E5%AF%9F%E6%9C%BA/333431
延安二号,延安二号,('延安二号' 4),https://baike.baidu.com/item/%E5%BB%B6%E5%AE%89%E4%BA%8C%E5%8F%B7
RC-135战略侦察机,RC-135战略侦察机,('RC-135战略侦察机' 11),https://baike.baidu.com/item/RC-135%E6%88%98%E7%95%A5%E4%BE%A6%E5%AF%9F%E6%9C%BA
C6N彩云舰上侦察机,<em>C6N</em>,('C6N' 3),https://baike.baidu.com/item/%E4%B8%AD%E5%B2%9BC6N%E2%80%9C%E5%BD%A9%E4%BA%91%E2%80%9D%E8%88%B0%E8%BD%BD%E4%BE%A6%E5%AF%9F%E6%9C%BA/15123643
T3M/T4M,T3M/T4M,('T3M/T4M' 7),/item/T3M%2FT4M%E4%BE%A6%E5%AF%9F%E6%9C%BA
L-4“蚱蜢”观察机,L-4,('L-4' 3),/item/L-4%E2%80%9C%E8%9A%B1%E8%9C%A2%E2%80%9D%20%E8%A7%82%E5%AF%9F%E6%9C%BA
“哨兵”R.1地面监视飞机,“哨兵”R.1地面监视飞机,('“哨兵”R.1地面监视飞机' 13),https://baike.baidu.com/item/%E2%80%9C%E5%93%A8%E5%85%B5%E2%80%9DR.1%E5%9C%B0%E9%9D%A2%E7%9B%91%E8%A7%86%E9%A3%9E%E6%9C%BA
ki-4/94式侦察机,九四式侦察机,('式侦察机' 4),/item/%E4%B9%9D%E5%9B%9B%E5%BC%8F%E4%BE%A6%E5%AF%9F%E6%9C%BA
